data,label
C:\Users\piotr\Python\rehabnet\dataset\3815adec.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\02cfe350.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\564875b6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7b622cb6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\bb88a3a4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\97323075.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\4b7d2fc7.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c035c6ea.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\b864f261.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\7f02b8a7.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\b1eeca8c.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\3c46c744.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c7b55d69.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c70fe97a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\a73a3e0c.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\663287d3.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\66f45b0a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c1a1efd5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\92d35fd8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\98bcd41d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\13f8a767.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c4cb06b1.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\98c9a50d.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c3e40b4a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\4de2de67.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\63f92ef9.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\65d325e4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\ef4723b1.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f01349d5.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\05b5f663.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\ddadb1d3.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\07e116fd.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3143bf0b.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\77e04b75.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a0447025.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ef4d5123.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c4371b9f.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\1914eaf9.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e65ebf86.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\51ae1b96.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\3fb86b46.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\163cf4d5.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5e026927.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\6981589b.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c831ad48.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\abd9ed4d.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e4aa4943.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\65aa3d57.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b8a9422a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e499716a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\43c403ef.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4ae196db.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\87e6f735.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\408e9ea1.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\d08b6bdc.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\958d9f62.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\4ef1bead.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\a76d1653.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\1d78de7f.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\7215f33a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\95255029.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\89db3bc4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5b23c7c8.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\bc2ff69a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a0153977.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\846b6d40.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4db47428.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\238e2432.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b44127e7.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\8c3dc844.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2b900660.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e4101fc6.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\b16aa706.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\837eaeb5.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\ffa98e29.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c0158212.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\fa20bce1.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\15a461f4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\ff4bcd57.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\97800b4e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\859191cc.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\11e13732.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6db1ef44.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\22f275d5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\04d0bd7a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e71b9a66.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f81ae116.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\51e4199c.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\3ba0911a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\705a8ec5.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\11173e5a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\74fecddf.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\4fb14424.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\aa9e6998.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\4fe9dd94.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e30ace9d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4c6eba7f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\474e12fb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ba4e8421.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7d4b2d7c.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2c7b30e6.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f21e1271.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\93e14a21.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\4e826f2e.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\11252eab.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e409e16f.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\a979c314.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2bc50d35.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\0365441e.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c8083865.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f4546788.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f2676cc9.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a3a7b394.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0d20bb90.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\dafab077.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\933d1848.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c1add43e.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\317b84bc.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\8b54fc73.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2a74b99f.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\3e8136cc.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\1915606d.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c1e8a6b0.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5ed982ea.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\259f9292.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\d5b24016.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\6088e44a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c3c52c89.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\30b820ab.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\69d882a7.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a832fa8e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\9eacf461.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\d2340164.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2a47d3e4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\efcdc043.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\b5ebff62.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\54483da4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2e06388b.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\ebdbee55.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\7556046a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\1c5cef76.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\44988d2a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\c9e91e52.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\700b86d1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2d7fe673.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\9fd44487.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\988d481e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0c32477b.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\b6cedf35.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5c8386dd.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f5abda39.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e7c94c67.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\49e17725.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\68297b72.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\8e10bc29.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\8dc8b639.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\171ed5c8.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\e2779e74.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\56816458.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7ae2f69f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\382e5170.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\980ecbcf.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7568af83.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\897f47d8.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\d63fa6a5.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\676023d4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\b2677e3f.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\78c5f0ca.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\a36f1c3a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5b768320.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\399b79c2.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\41afb86d.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\156b0e36.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\708a4b54.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\07ed7b3e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\31ce3604.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\835b98b1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8482817f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a173e7e9.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\08449c16.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\6127778a.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\ea3df69e.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\bb5f260d.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\2d37d4ca.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\6628cb85.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f4d0a636.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\d9dbcd16.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\6f16d824.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5c2efd13.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\9ba303e2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\9ba74081.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\785d01e2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b93c9849.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6cc772b2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\12b24e40.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\9feca8b8.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f2e0b588.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\7b8f139d.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\5a3332ab.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\06408b01.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\f5a8f181.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\7f08fe96.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\d800b9e4.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\92050fb8.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\1fe702b7.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\8d650ea0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2e22718f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\46550e74.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a2febb8f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e4f653d8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8207a91e.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\65d87f31.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\054442bb.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\a9ef98b3.npy,EX
C:\Users\piotr\Python\rehabnet\dataset\1bd94808.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e44e8b83.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\deb2bf33.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c4b3d9d9.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4a0c96cf.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\3357b009.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f9666662.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\83db73cf.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d52a239d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\19dad774.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d4cd6e0b.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\5a877d33.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d238b325.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\c7648e15.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\14beccd4.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\844170c6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5d1ea01e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\491927b0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2067ff31.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6d21df92.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7823d301.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\4ca6362a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\791c26aa.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\13b56a64.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\4b6e26d2.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f3d1050a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\2ec7e720.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\28598086.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f8b90d94.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\eb48ca14.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\3b045ad2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\60c3e949.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\189323d8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a9e1f551.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7289e0dc.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d5ec825b.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\7d13cb5d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\8a4d7cd7.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\0b9802de.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d87eca2a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\fd27bac2.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\2ba76813.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\ecb91baa.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\50584215.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d817299c.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\4094c7c7.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\26e69d47.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\dd13fe09.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\dba39416.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3d6025cd.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\530a62ff.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f47d3d02.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\712d1a4a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d7638857.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d2945e13.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\bfdd10c7.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f06c0b3f.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\6841b9dd.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\1fb7f091.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\61a47098.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\543b6f2e.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\45050365.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\e5e8803e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\97fd0785.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\74c0c151.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\44e0677b.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b8a3ef87.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\79d382b3.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\39b4ad3d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d4d9d3e1.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\c99422c8.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\8ed01254.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\992ac95a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\22aaf08e.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\4eb2f9da.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\b15bb1fa.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\6efc816b.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\a07473b4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e6166453.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ec3f83ca.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1b566531.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0d7bcbff.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\094ae90d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\fd49a1b0.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\e3eb833a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\4ba9a62e.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\98180580.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f4ce424a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\de488da3.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d183b572.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\c1629f78.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\ce1656e8.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\0e468cb3.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\9bdc6578.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\dd4531e7.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8752668a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ef8c4529.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\20404345.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\60ad553d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\2f4b0388.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\6cc15eb4.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\88d06948.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\95e3ffe4.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\8e59fec1.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\51410cb5.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\af9153e0.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\aa6ed346.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\a55378ea.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\b9d4e872.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\54121c69.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\49bfddc0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e0f7854e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8750de04.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\bacddc6a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\309c3000.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\2a36b2d6.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\3e86da9e.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\fe957902.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\0790358a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\c93056e8.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\18d80cdf.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\b89d36f3.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\ac3c9c03.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\d7365cba.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\e11ac279.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5496d0bc.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\af49eced.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1ce3d269.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fd2eadcb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8505df2e.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\42606ac5.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\47951b39.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\ffb52978.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\7ad45e7d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\dea44a9d.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\b7760739.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\afe41ac5.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\cbceba69.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\2d96c2e8.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\dd62a2a8.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\ec25d00d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ca87e0b5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fd2fdc14.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2db6af48.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5fe5cef8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\21e183ef.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\084a3752.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\a19d8ff5.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\febf5997.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\c28501cb.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\2ff24f82.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\c411dbde.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\fa610909.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\fc9aa848.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\16d33330.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\4ca4af89.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e7360b71.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\63270d82.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7c3f568f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c38b7c95.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a254ed61.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\01080c27.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f53dd529.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\7f6c8b36.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\cffd4b13.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\7096ddaf.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\9af2d9d9.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\ca57171a.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\f42f8458.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\fdb1b20f.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\db783af5.npy,FL
C:\Users\piotr\Python\rehabnet\dataset\a2a1734e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7f67d8fb.npy,IDLE
